dataset,experiment,run_name,seed,missing_metrics,missing_diagnostics,auprc,roc_auc,macro_f1,g_means,diag_mean_abs_delta_rel,diag_mean_alpha_llm,diag_mean_alpha_llm_accepted,diag_mean_alpha_llm_rejected,diag_mean_gate_entropy,diag_mean_dominance_rho,diag_judge_align_count,max_abs_alpha_llm_rejected
yelpchi,E2,phase2_E2_judge_residual,123,False,False,0.5839136124793625,0.8710076958435,0.7348642464246524,0.7288562844761023,1.4183756113052368,9.36100332182832e-05,0.07546940445899963,0.0,0.2690846025943756,0.5776591300964355,,0.0
yelpchi,E2,phase2_E2_judge_residual,456,False,False,0.571377994057868,0.8649872732825962,0.7265291333989613,0.7170098802484693,1.508201241493225,9.937410504790023e-05,0.0861629843711853,0.0,0.20491419732570648,0.849022626876831,,0.0
yelpchi,E2,phase2_E2_judge_residual,789,False,False,0.5712974769912673,0.8710266406167694,0.7270765001726701,0.6887707850147609,1.476721167564392,7.31037653167732e-05,0.09880618751049042,0.0,0.23773251473903656,0.6380645036697388,,0.0
yelpchi,E2,phase2_E2_judge_residual,2026,False,False,0.567244830036772,0.8689285129346691,0.7286736469086639,0.6936651826315192,1.454448938369751,0.00010611778270686045,0.09952114522457123,0.0,0.2286217212677002,0.7469990849494934,,0.0
yelpchi,E3,phase2_E3_no_trust,42,False,False,0.5436520730888569,0.8599725917982096,0.723430915718308,0.7143590998100947,1.4646294116973877,8.173712558345869e-05,0.09631148725748062,0.0,0.294986754655838,0.7181656956672668,,0.0
yelpchi,E3,phase2_E3_no_trust,123,False,False,0.5837582602322754,0.870844175045797,0.7359538852873005,0.7082183886152843,1.4699809551239014,9.386717283632606e-05,0.07567670196294785,0.0,0.12553104758262634,0.6343788504600525,,0.0
yelpchi,E3,phase2_E3_no_trust,456,False,False,0.5718613417490662,0.8645429528171963,0.7266664771260232,0.7163376009723109,1.5356049537658691,0.00010049788397736847,0.08713734894990921,0.0,0.19495801627635956,0.9419093132019043,,0.0
yelpchi,E3,phase2_E3_no_trust,789,False,False,0.5696980991345374,0.8699602643508386,0.7285812197733217,0.709888003506986,1.544484257698059,7.309900684049353e-05,0.09879976511001587,0.0,0.18501637876033783,0.720511794090271,,0.0
yelpchi,E3,phase2_E3_no_trust,2026,False,False,0.5670177727859461,0.868632271489515,0.7278020313603997,0.6860246516569017,1.5281111001968384,0.00010639679385349154,0.09978281706571579,0.0,0.22887443006038666,0.8350056409835815,,0.0
amazon,E0,phase2_E0_relgate,42,False,False,0.8649762016859601,0.9696437963184318,0.9123177053300362,0.8682036252632532,0.4092331528663635,0.0,,0.0,1.049361228942871,0.01683974638581276,,0.0
amazon,E0,phase2_E0_relgate,123,False,False,0.8593788357695401,0.9819541682319594,0.9078951979143306,0.8928297185091912,1.4930757284164429,0.0,,0.0,0.03449230641126633,0.4910663366317749,,0.0
amazon,E0,phase2_E0_relgate,456,False,False,0.8590545281223778,0.975879922133807,0.9085072196995266,0.888265389666525,1.4639469385147095,0.0,,0.0,0.0005363114178180695,1.1574628353118896,,0.0
amazon,E0,phase2_E0_relgate,789,False,False,0.8437898641000354,0.966610429971654,0.9161821191105433,0.8783042330974208,0.8470172882080078,0.0,,0.0,0.7681648135185242,0.023338522762060165,,0.0
amazon,E0,phase2_E0_relgate,2026,False,False,0.8941518694549841,0.9796830709333697,0.9114779439995151,0.9146530929191673,1.4823578596115112,0.0,,0.0,0.001664853421971202,0.8586716055870056,,0.0
amazon,E1,phase2_E1_judge_align,42,False,False,0.8649383114828276,0.969671117789693,0.9164199598124582,0.875149364956195,0.41086095571517944,0.0,0.0,0.0,0.8811224699020386,0.019384969025850296,,0.0
amazon,E1,phase2_E1_judge_align,123,False,False,0.8593551551073779,0.981957583415867,0.9132886793418851,0.8873725678143825,1.4333769083023071,0.0,0.0,0.0,0.01574772223830223,0.4103013575077057,,0.0
amazon,E1,phase2_E1_judge_align,456,False,False,0.8595021566382014,0.9760240428947098,0.9085072196995266,0.888265389666525,1.4646344184875488,0.0,0.0,0.0,0.230463445186615,1.2132338285446167,,0.0
amazon,E1,phase2_E1_judge_align,789,False,False,0.8435583620145646,0.966588572794645,0.9161821191105433,0.8783042330974208,0.9574750065803528,0.0,0.0,0.0,0.9661414623260498,0.0261099673807621,,0.0
amazon,E1,phase2_E1_judge_align,2026,False,False,0.8944596607462381,0.9796844370069329,0.9121610603988299,0.9147572615992977,1.474207878112793,0.0,0.0,0.0,0.7896546125411987,0.3695839047431946,,0.0
amazon,E2,phase2_E2_judge_residual,42,False,False,0.8649383114828276,0.969671117789693,0.9164199598124582,0.875149364956195,0.41086095571517944,1.451633306714939e-05,0.0023751109838485718,0.0,0.8811225295066833,0.019384970888495445,,0.0
amazon,E2,phase2_E2_judge_residual,123,False,False,0.8593551551073779,0.981957583415867,0.9132886793418851,0.8873725678143825,1.4333769083023071,1.3915004274167586e-05,0.002638108329847455,0.0,0.015747031196951866,0.410300076007843,,0.0
amazon,E2,phase2_E2_judge_residual,456,False,False,0.8595122238687927,0.9760206277108021,0.9085072196995266,0.888265389666525,1.4646353721618652,8.195404370781034e-05,0.01717296615242958,0.0,0.2303885817527771,1.2132399082183838,,0.0
amazon,E2,phase2_E2_judge_residual,789,False,False,0.8435583620145646,0.966588572794645,0.9161821191105433,0.8783042330974208,0.9574750065803528,1.1334353985148482e-05,0.002375044161453843,0.0,0.966141402721405,0.02610996924340725,,0.0
amazon,E2,phase2_E2_judge_residual,2026,False,False,0.8944596607462381,0.9796844370069329,0.9121610603988299,0.9147572615992977,1.4742083549499512,1.5397996321553364e-05,0.0032841728534549475,0.0,0.7896434664726257,0.36958545446395874,,0.0
amazon,E3,phase2_E3_no_trust,42,False,False,0.8649393071023883,0.969671117789693,0.9164199598124582,0.875149364956195,0.4108775854110718,1.4516343071591109e-05,0.0023751123808324337,0.0,0.8811479806900024,0.019331064075231552,,0.0
amazon,E3,phase2_E3_no_trust,123,False,False,0.8593551551073778,0.9819575834158668,0.9132886793418851,0.8873725678143825,1.4342536926269531,1.3915748240833636e-05,0.0026382491923868656,0.0,0.01648874767124653,0.40513700246810913,,0.0
amazon,E3,phase2_E3_no_trust,456,False,False,0.8574747909198406,0.9748567330350739,0.9085072196995266,0.888265389666525,1.4848625659942627,0.0002383368118898943,0.0499420166015625,0.0,0.38805028796195984,1.5773621797561646,,0.0
amazon,E3,phase2_E3_no_trust,789,False,False,0.8435657153888781,0.9665919879785527,0.9161821191105433,0.8783042330974208,0.95834881067276,1.1334416740282904e-05,0.0023750574328005314,0.0,0.9672746658325195,0.026010822504758835,,0.0
amazon,E3,phase2_E3_no_trust,2026,False,False,0.8944887450156742,0.9796885352276221,0.9121610603988299,0.9147572615992977,1.4767696857452393,1.365237039863132e-05,0.002911855699494481,0.0,0.7193325161933899,0.3422667384147644,,0.0
