seed,relation,gate_mean,gate_std,gate_open_rate,contribution_norm_mean,gate_vs_near_cap_corr,gate_vs_abs_residual_corr,diagnostic_type,dataset,method,run_name,label,count,base_status
789,USU,0.9488259553909302,,0.995774507522583,4.797483921051025,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,0,11123,
789,USU,0.7192795276641846,,0.9671132564544678,3.6473848819732666,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,1,821,
789,UVU,1.0,,1.0,5.216844081878662,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,0,11123,
789,UVU,1.0,,1.0,5.230703830718994,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,1,821,
789,UPU,0.05426263064146042,,0.0,0.27312564849853516,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,631,TP
789,UPU,0.040808625519275665,,0.0,0.20497936010360718,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11070,TN
789,UPU,0.06708616018295288,,0.0,0.3380425274372101,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,53,FP
789,UPU,0.04791794717311859,,0.0,0.23980659246444702,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,190,FN
789,USU,0.6664512157440186,,0.9587955474853516,3.391566753387451,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,631,TP
789,USU,0.9501777291297913,,0.9962059855461121,4.804217338562012,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11070,TN
789,USU,0.6664726138114929,,0.9056603908538818,3.391113758087158,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,53,FP
789,USU,0.8947252035140991,,0.9947368502616882,4.4969682693481445,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,190,FN
789,UVU,1.0,,1.0,5.256269454956055,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,631,TP
789,UVU,1.0,,1.0,5.216519355773926,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11070,TN
789,UVU,1.0,,1.0,5.284677028656006,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,53,FP
789,UVU,1.0,,1.0,5.1458001136779785,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,190,FN
2026,UPU,0.8605776429176331,0.13431128859519958,0.9753851294517517,2.3466672897338867,0.04627562686800957,0.008791151456534863,relation,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,,
2026,USU,0.958215057849884,0.06976988166570663,0.9991627335548401,2.757878541946411,0.45040014386177063,0.5714760422706604,relation,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,,
2026,UVU,1.0,0.0,1.0,4.19635009765625,0.0,0.0,relation,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,,
2026,UPU,0.8565232157707214,,0.9736582040786743,2.3286423683166504,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,0,11123,
2026,UPU,0.9155062437057495,,0.9987819790840149,2.5908684730529785,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,1,821,
2026,USU,0.9673067331314087,,0.9992807507514954,2.7859702110290527,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,0,11123,
2026,USU,0.8350411057472229,,0.9975639581680298,2.377293586730957,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,1,821,
2026,UVU,1.0,,1.0,4.161731719970703,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,0,11123,
2026,UVU,1.0,,1.0,4.665360450744629,,,label,amazon,anchor_gate,cover_rel_anchor_gate_nollm,1,821,
2026,UPU,0.9331904649734497,,1.0,2.7230050563812256,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,645,TP
2026,UPU,0.8567211627960205,,0.9737055897712708,2.328306198120117,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11067,TN
2026,UPU,0.8174322247505188,,0.9642857313156128,2.395108699798584,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,56,FP
2026,UPU,0.8506978750228882,,0.9943181872367859,2.1066179275512695,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,176,FN
2026,USU,0.8124838471412659,,0.9984496235847473,2.270188570022583,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,645,TP
2026,USU,0.9684113264083862,,0.999457836151123,2.7895185947418213,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11067,TN
2026,USU,0.7490140795707703,,0.9642857313156128,2.084686517715454,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,56,FP
2026,USU,0.9177078604698181,,0.9943181872367859,2.7698090076446533,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,176,FN
2026,UVU,1.0,,1.0,4.767026901245117,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,645,TP
2026,UVU,1.0,,1.0,4.159688949584961,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,11067,TN
2026,UVU,1.0,,1.0,4.565412998199463,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,56,FP
2026,UVU,1.0,,1.0,4.292776107788086,,,base_status,amazon,anchor_gate,cover_rel_anchor_gate_nollm,,176,FN
42,UPU,0.9468908309936523,0.08408599346876144,0.9937207102775574,2.9628193378448486,0.03251997008919716,-0.0005301610217429698,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
42,USU,0.5449655055999756,0.3607568144798279,0.4598124623298645,1.5986053943634033,-0.2630663514137268,-0.2530565559864044,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
42,UVU,0.9430399537086487,0.1072419062256813,0.9850971102714539,2.2536115646362305,0.0804477408528328,0.0640583485364914,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
42,UPU,0.9458398222923279,,0.9945158958435059,2.95664119720459,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
42,UPU,0.96113121509552,,0.9829476475715637,3.0465238094329834,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
42,USU,0.5160462260246277,,0.4238065183162689,1.5226900577545166,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
42,USU,0.9367669820785522,,0.9476248621940613,2.62711501121521,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
42,UVU,0.9558925032615662,,0.9899307489395142,2.271240711212158,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
42,UVU,0.7689136266708374,,0.9196102023124695,2.014770269393921,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
42,UPU,0.994830310344696,,1.0,3.2007369995117188,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,640,TP
42,UPU,0.9457628726959229,,0.9944906234741211,2.9559953212738037,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
42,UPU,0.9625171422958374,,1.0,3.096801996231079,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
42,UPU,0.8419743180274963,,0.9226519465446472,2.5012400150299072,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,181,FN
42,USU,0.9910664558410645,,1.0,2.7509894371032715,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,640,TP
42,USU,0.5140151977539062,,0.4211524426937103,1.51707923412323,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
42,USU,0.9569671750068665,,1.0,2.740764856338501,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
42,USU,0.7447688579559326,,0.7624309659004211,2.1891040802001953,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,181,FN
42,UVU,0.7628270387649536,,0.925000011920929,2.0340046882629395,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,640,TP
42,UVU,0.9574024081230164,,0.9910585284233093,2.2744483947753906,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
42,UVU,0.6280984878540039,,0.7450980544090271,1.5748904943466187,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
42,UVU,0.7904349565505981,,0.90055251121521,1.9467589855194092,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,181,FN
123,UPU,0.8408017754554749,0.1539056897163391,0.9769758582115173,2.216536283493042,0.1934920847415924,0.1798507571220398,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
123,USU,0.838036298751831,0.11036214977502823,0.9866041541099548,1.6126434803009033,0.2062494158744812,0.191806823015213,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
123,UVU,0.9493764638900757,0.1886015087366104,0.9404721856117249,2.212599754333496,0.005696454085409641,0.0012817076640203595,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
123,UPU,0.8326337337493896,,0.9771644473075867,2.1958279609680176,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
123,UPU,0.9514641761779785,,0.9744214415550232,2.497096538543701,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
123,USU,0.8414034843444824,,0.9896610379219055,1.6209973096847534,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
123,USU,0.7924185395240784,,0.9451888203620911,1.499466061592102,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
123,UVU,0.9928870797157288,,0.9945158958435059,2.315441608428955,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
123,UVU,0.3598913550376892,,0.20828257501125336,0.8192856907844543,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
123,UPU,0.9908692240715027,,1.0,2.580374002456665,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,636,TP
123,UPU,0.8320781588554382,,0.9770717024803162,2.1943862438201904,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11078,TN
123,UPU,0.9693790078163147,,1.0,2.550816774368286,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,45,FP
123,UPU,0.8159961700439453,,0.8864864706993103,2.2108025550842285,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,185,FN
123,USU,0.8388975262641907,,0.9952830076217651,1.596286654472351,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,636,TP
123,USU,0.8416529893875122,,0.9897996187210083,1.6214299201965332,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11078,TN
123,USU,0.7799623012542725,,0.9555555582046509,1.5144236087799072,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,45,FP
123,USU,0.6326313018798828,,0.7729730010032654,1.1666135787963867,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,185,FN
123,UVU,0.19939321279525757,,0.0,0.4505366086959839,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,636,TP
123,UVU,0.9960780739784241,,0.9985557198524475,2.322869300842285,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11078,TN
123,UVU,0.20731490850448608,,0.0,0.48694372177124023,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,45,FP
123,UVU,0.9116580486297607,,0.9243243336677551,2.0869851112365723,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,185,FN
456,UPU,0.9840023517608643,0.03486841544508934,0.9998325705528259,3.1307177543640137,0.08675584197044373,0.07542674988508224,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
456,USU,0.8572302460670471,0.18956826627254486,0.9311788082122803,1.7200807332992554,0.06875282526016235,0.05878046900033951,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
456,UVU,0.9439518451690674,0.2200256586074829,0.9432350993156433,2.150562047958374,0.022274155169725418,0.012831798754632473,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
456,UPU,0.9835530519485474,,0.9998201727867126,3.1312096118927,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
456,UPU,0.9900898337364197,,1.0,3.1240549087524414,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
456,USU,0.8951926231384277,,0.9854356050491333,1.7959234714508057,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
456,USU,0.34291282296180725,,0.1961023211479187,0.6925580501556396,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
456,UVU,0.9945467710494995,,0.9959543347358704,2.2656755447387695,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
456,UVU,0.25848421454429626,,0.22898903489112854,0.5909901857376099,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
456,UPU,0.994602382183075,,1.0,3.1437854766845703,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,644,TP
456,UPU,0.9835946559906006,,0.9998193383216858,3.1312572956085205,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
456,UPU,0.9745266437530518,,1.0,3.120842218399048,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
456,UPU,0.9736713767051697,,1.0,3.052267551422119,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,177,FN
456,USU,0.22341333329677582,,0.0,0.441837340593338,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,644,TP
456,USU,0.8982489109039307,,0.9899747371673584,1.8021022081375122,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
456,USU,0.23166845738887787,,0.0,0.4545125663280487,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
456,USU,0.7777020335197449,,0.909604549407959,1.6047849655151367,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,177,FN
456,UVU,0.059287745505571365,,0.017080744728446007,0.14970622956752777,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,644,TP
456,UVU,0.9982362389564514,,0.9999096989631653,2.273979425430298,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11072,TN
456,UVU,0.1935923844575882,,0.13725490868091583,0.4629818797111511,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,51,FP
456,UVU,0.9832442998886108,,1.0,2.1965653896331787,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,177,FN
789,UPU,0.30769214034080505,0.11282132565975189,0.056262560188770294,1.4291353225708008,0.011209245771169662,0.0073675611056387424,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
789,USU,0.6032805442810059,0.23377802968025208,0.6867046356201172,2.828948736190796,0.008346034213900566,0.005484661087393761,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
789,UVU,0.7712650299072266,0.28259962797164917,0.825686514377594,3.647433042526245,-0.22071832418441772,-0.20201249420642853,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
789,UPU,0.32304689288139343,,0.0604153573513031,1.5004693269729614,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
789,UPU,0.09966472536325455,,0.0,0.4626903831958771,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
789,USU,0.6357682347297668,,0.7277712821960449,2.981656074523926,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
789,USU,0.16313417255878448,,0.13032886385917664,0.7600517868995667,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
789,UVU,0.7898318767547607,,0.8518385291099548,3.7346324920654297,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
789,UVU,0.5197192430496216,,0.47137635946273804,2.4660468101501465,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
789,UPU,0.04803726077079773,,0.0,0.22418580949306488,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,631,TP
789,UPU,0.3241470754146576,,0.060704607516527176,1.5055643320083618,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11070,TN
789,UPU,0.0932503268122673,,0.0,0.43631160259246826,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,53,FP
789,UPU,0.2711222171783447,,0.0,1.2547765970230103,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,190,FN
789,USU,0.043400876224040985,,0.0,0.20573855936527252,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,631,TP
789,USU,0.6383967995643616,,0.7312556505203247,2.9939582347869873,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11070,TN
789,USU,0.0867408886551857,,0.0,0.41223207116127014,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,53,FP
789,USU,0.5607746839523315,,0.5631579160690308,2.600955009460449,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,190,FN
789,UVU,0.48919063806533813,,0.41838350892066956,2.315934896469116,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,631,TP
789,UVU,0.791050374507904,,0.8536585569381714,3.7404675483703613,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,11070,TN
789,UVU,0.53530353307724,,0.4716981053352356,2.5158326625823975,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,53,FP
789,UVU,0.6211063861846924,,0.6473684310913086,2.9645771980285645,,,base_status,amazon,base_gate,cover_rel_base_gate_nollm,,190,FN
2026,UPU,0.9986553192138672,0.008603070862591267,1.0,2.2477681636810303,0.04143977910280228,0.04703675955533981,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
2026,USU,0.9907958507537842,0.022992374375462532,1.0,3.0375564098358154,0.06205493211746216,0.06693559885025024,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
2026,UVU,0.9540210962295532,0.16518615186214447,0.9442397952079773,3.4767656326293945,0.03002285026013851,0.024242937564849854,relation,amazon,base_gate,cover_rel_base_gate_nollm,,,
2026,UPU,0.9990217089653015,,1.0,2.247511386871338,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
2026,UPU,0.9936932325363159,,1.0,2.251246213912964,,,label,amazon,base_gate,cover_rel_base_gate_nollm,1,821,
2026,USU,0.9907554388046265,,1.0,3.038069009780884,,,label,amazon,base_gate,cover_rel_base_gate_nollm,0,11123,
